anchor_p,offset,candidate_q,carrier,carrier_offset,carrier_d,post_carrier_lower_d_count,post_carrier_ge_d_count,lock_carrier,lock_carrier_offset,lock_carrier_d,lock_threat,lock_threat_offset,lock_threat_d,survivor_lock_carrier,survivor_lock_carrier_offset,survivor_lock_carrier_d,survivor_lock_threat,survivor_lock_threat_offset,survivor_lock_threat_d,interior_prime_offsets,structural_status,structural_reasons,rule_x_status,rule_x_reasons,survivor_lock_status,survivor_lock_reasons,exact_status,exact_reasons
53,66,119,55,2,4,0,49,54,1,8,55,2,4,55,2,4,121,68,3,6 8 14 18 20 26 30 36 44 48 50 54 56 60,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
53,68,121,55,2,4,0,51,54,1,8,55,2,4,55,2,4,121,68,3,6 8 14 18 20 26 30 36 44 48 50 54 56 60,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
53,74,127,121,68,3,0,5,54,1,8,55,2,4,55,2,4,121,68,3,6 8 14 18 20 26 30 36 44 48 50 54 56 60,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
53,78,131,121,68,3,0,8,54,1,8,55,2,4,55,2,4,121,68,3,6 8 14 18 20 26 30 36 44 48 50 54 56 60 74,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
53,80,133,121,68,3,0,9,54,1,8,55,2,4,55,2,4,121,68,3,6 8 14 18 20 26 30 36 44 48 50 54 56 60 74 78,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
53,84,137,121,68,3,0,13,54,1,8,55,2,4,55,2,4,121,68,3,6 8 14 18 20 26 30 36 44 48 50 54 56 60 74 78,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
53,86,139,121,68,3,0,14,54,1,8,55,2,4,55,2,4,121,68,3,6 8 14 18 20 26 30 36 44 48 50 54 56 60 74 78 84,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
53,90,143,121,68,3,0,17,54,1,8,55,2,4,55,2,4,121,68,3,6 8 14 18 20 26 30 36 44 48 50 54 56 60 74 78 84 86,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
53,96,149,121,68,3,0,23,54,1,8,55,2,4,55,2,4,121,68,3,6 8 14 18 20 26 30 36 44 48 50 54 56 60 74 78 84 86,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
53,98,151,121,68,3,0,24,54,1,8,55,2,4,55,2,4,121,68,3,6 8 14 18 20 26 30 36 44 48 50 54 56 60 74 78 84 86 96,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
53,104,157,121,68,3,0,29,54,1,8,55,2,4,55,2,4,121,68,3,6 8 14 18 20 26 30 36 44 48 50 54 56 60 74 78 84 86 96 98,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
53,108,161,121,68,3,0,32,54,1,8,55,2,4,55,2,4,121,68,3,6 8 14 18 20 26 30 36 44 48 50 54 56 60 74 78 84 86 96 98 104,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
53,110,163,121,68,3,0,34,54,1,8,55,2,4,55,2,4,121,68,3,6 8 14 18 20 26 30 36 44 48 50 54 56 60 74 78 84 86 96 98 104,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
53,114,167,121,68,3,0,37,54,1,8,55,2,4,55,2,4,121,68,3,6 8 14 18 20 26 30 36 44 48 50 54 56 60 74 78 84 86 96 98 104 110,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
53,116,169,121,68,3,0,38,54,1,8,55,2,4,55,2,4,121,68,3,6 8 14 18 20 26 30 36 44 48 50 54 56 60 74 78 84 86 96 98 104 110 114,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
53,120,173,121,68,3,0,42,54,1,8,55,2,4,55,2,4,121,68,3,6 8 14 18 20 26 30 36 44 48 50 54 56 60 74 78 84 86 96 98 104 110 114,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
53,126,179,121,68,3,0,47,54,1,8,55,2,4,55,2,4,121,68,3,6 8 14 18 20 26 30 36 44 48 50 54 56 60 74 78 84 86 96 98 104 110 114 120,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
53,128,181,121,68,3,0,48,54,1,8,55,2,4,55,2,4,121,68,3,6 8 14 18 20 26 30 36 44 48 50 54 56 60 74 78 84 86 96 98 104 110 114 120 126,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
59,2,61,60,1,12,0,0,60,1,12,62,3,4,60,1,12,62,3,4,,SURVIVES,,SURVIVES,,SURVIVES,,SURVIVES,
59,8,67,62,3,4,0,4,60,1,12,62,3,4,60,1,12,62,3,4,2,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
59,12,71,62,3,4,0,7,60,1,12,62,3,4,60,1,12,62,3,4,2 8,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
59,14,73,62,3,4,0,8,60,1,12,62,3,4,60,1,12,62,3,4,2 8 12,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
59,18,77,62,3,4,0,11,60,1,12,62,3,4,60,1,12,62,3,4,2 8 12 14,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
59,20,79,62,3,4,0,13,60,1,12,62,3,4,60,1,12,62,3,4,2 8 12 14,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
59,24,83,62,3,4,0,16,60,1,12,62,3,4,60,1,12,62,3,4,2 8 12 14 20,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
59,30,89,62,3,4,0,21,60,1,12,62,3,4,60,1,12,62,3,4,2 8 12 14 20 24,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
59,32,91,62,3,4,0,22,60,1,12,62,3,4,60,1,12,62,3,4,2 8 12 14 20 24 30,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
59,38,97,62,3,4,0,28,60,1,12,62,3,4,60,1,12,62,3,4,2 8 12 14 20 24 30,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
59,42,101,62,3,4,0,31,60,1,12,62,3,4,60,1,12,62,3,4,2 8 12 14 20 24 30 38,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
59,44,103,62,3,4,0,32,60,1,12,62,3,4,60,1,12,62,3,4,2 8 12 14 20 24 30 38 42,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
59,48,107,62,3,4,0,35,60,1,12,62,3,4,60,1,12,62,3,4,2 8 12 14 20 24 30 38 42 44,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
59,50,109,62,3,4,0,36,60,1,12,62,3,4,60,1,12,62,3,4,2 8 12 14 20 24 30 38 42 44 48,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
59,54,113,62,3,4,0,39,60,1,12,62,3,4,60,1,12,62,3,4,2 8 12 14 20 24 30 38 42 44 48 50,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
59,60,119,62,3,4,0,44,60,1,12,62,3,4,60,1,12,62,3,4,2 8 12 14 20 24 30 38 42 44 48 50 54,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
59,62,121,62,3,4,0,46,60,1,12,62,3,4,60,1,12,62,3,4,2 8 12 14 20 24 30 38 42 44 48 50 54,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
59,68,127,121,62,3,0,5,60,1,12,62,3,4,60,1,12,62,3,4,2 8 12 14 20 24 30 38 42 44 48 50 54,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
59,72,131,121,62,3,0,8,60,1,12,62,3,4,60,1,12,62,3,4,2 8 12 14 20 24 30 38 42 44 48 50 54 68,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
59,74,133,121,62,3,0,9,60,1,12,62,3,4,60,1,12,62,3,4,2 8 12 14 20 24 30 38 42 44 48 50 54 68 72,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
59,78,137,121,62,3,0,13,60,1,12,62,3,4,60,1,12,62,3,4,2 8 12 14 20 24 30 38 42 44 48 50 54 68 72,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
59,80,139,121,62,3,0,14,60,1,12,62,3,4,60,1,12,62,3,4,2 8 12 14 20 24 30 38 42 44 48 50 54 68 72 78,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
59,84,143,121,62,3,0,17,60,1,12,62,3,4,60,1,12,62,3,4,2 8 12 14 20 24 30 38 42 44 48 50 54 68 72 78 80,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
59,90,149,121,62,3,0,23,60,1,12,62,3,4,60,1,12,62,3,4,2 8 12 14 20 24 30 38 42 44 48 50 54 68 72 78 80,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
59,92,151,121,62,3,0,24,60,1,12,62,3,4,60,1,12,62,3,4,2 8 12 14 20 24 30 38 42 44 48 50 54 68 72 78 80 90,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
59,98,157,121,62,3,0,29,60,1,12,62,3,4,60,1,12,62,3,4,2 8 12 14 20 24 30 38 42 44 48 50 54 68 72 78 80 90 92,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
59,102,161,121,62,3,0,32,60,1,12,62,3,4,60,1,12,62,3,4,2 8 12 14 20 24 30 38 42 44 48 50 54 68 72 78 80 90 92 98,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
59,104,163,121,62,3,0,34,60,1,12,62,3,4,60,1,12,62,3,4,2 8 12 14 20 24 30 38 42 44 48 50 54 68 72 78 80 90 92 98,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
59,108,167,121,62,3,0,37,60,1,12,62,3,4,60,1,12,62,3,4,2 8 12 14 20 24 30 38 42 44 48 50 54 68 72 78 80 90 92 98 104,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
59,110,169,121,62,3,0,38,60,1,12,62,3,4,60,1,12,62,3,4,2 8 12 14 20 24 30 38 42 44 48 50 54 68 72 78 80 90 92 98 104 108,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
59,114,173,121,62,3,0,42,60,1,12,62,3,4,60,1,12,62,3,4,2 8 12 14 20 24 30 38 42 44 48 50 54 68 72 78 80 90 92 98 104 108,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
59,120,179,121,62,3,0,47,60,1,12,62,3,4,60,1,12,62,3,4,2 8 12 14 20 24 30 38 42 44 48 50 54 68 72 78 80 90 92 98 104 108 114,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
59,122,181,121,62,3,0,48,60,1,12,62,3,4,60,1,12,62,3,4,2 8 12 14 20 24 30 38 42 44 48 50 54 68 72 78 80 90 92 98 104 108 114 120,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
59,128,187,121,62,3,0,53,60,1,12,62,3,4,60,1,12,62,3,4,2 8 12 14 20 24 30 38 42 44 48 50 54 68 72 78 80 90 92 98 104 108 114 120 122,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
61,6,67,62,1,4,0,4,62,1,4,121,60,3,62,1,4,121,60,3,,SURVIVES,,SURVIVES,,SURVIVES,,SURVIVES,
61,10,71,62,1,4,0,7,62,1,4,121,60,3,62,1,4,121,60,3,6,SURVIVES,,SURVIVES,,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
61,12,73,62,1,4,0,8,62,1,4,121,60,3,62,1,4,121,60,3,6 10,SURVIVES,,SURVIVES,,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
61,16,77,62,1,4,0,11,62,1,4,121,60,3,62,1,4,121,60,3,6 10 12,SURVIVES,,SURVIVES,,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
61,18,79,62,1,4,0,13,62,1,4,121,60,3,62,1,4,121,60,3,6 10 12,SURVIVES,,SURVIVES,,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
61,22,83,62,1,4,0,16,62,1,4,121,60,3,62,1,4,121,60,3,6 10 12 18,SURVIVES,,SURVIVES,,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
61,28,89,62,1,4,0,21,62,1,4,121,60,3,62,1,4,121,60,3,6 10 12 18 22,SURVIVES,,SURVIVES,,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
61,30,91,62,1,4,0,22,62,1,4,121,60,3,62,1,4,121,60,3,6 10 12 18 22 28,SURVIVES,,SURVIVES,,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
61,36,97,62,1,4,0,28,62,1,4,121,60,3,62,1,4,121,60,3,6 10 12 18 22 28,SURVIVES,,SURVIVES,,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
61,40,101,62,1,4,0,31,62,1,4,121,60,3,62,1,4,121,60,3,6 10 12 18 22 28 36,SURVIVES,,SURVIVES,,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
61,42,103,62,1,4,0,32,62,1,4,121,60,3,62,1,4,121,60,3,6 10 12 18 22 28 36 40,SURVIVES,,SURVIVES,,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
61,46,107,62,1,4,0,35,62,1,4,121,60,3,62,1,4,121,60,3,6 10 12 18 22 28 36 40 42,SURVIVES,,SURVIVES,,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
61,48,109,62,1,4,0,36,62,1,4,121,60,3,62,1,4,121,60,3,6 10 12 18 22 28 36 40 42 46,SURVIVES,,SURVIVES,,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
61,52,113,62,1,4,0,39,62,1,4,121,60,3,62,1,4,121,60,3,6 10 12 18 22 28 36 40 42 46 48,SURVIVES,,SURVIVES,,SURVIVES,,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
61,58,119,62,1,4,0,44,62,1,4,121,60,3,62,1,4,121,60,3,6 10 12 18 22 28 36 40 42 46 48 52,SURVIVES,,SURVIVES,,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
61,60,121,62,1,4,0,46,62,1,4,121,60,3,62,1,4,121,60,3,6 10 12 18 22 28 36 40 42 46 48 52,SURVIVES,,SURVIVES,,SURVIVES,,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
61,66,127,121,60,3,0,5,62,1,4,121,60,3,62,1,4,121,60,3,6 10 12 18 22 28 36 40 42 46 48 52,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
61,70,131,121,60,3,0,8,62,1,4,121,60,3,62,1,4,121,60,3,6 10 12 18 22 28 36 40 42 46 48 52 66,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
61,72,133,121,60,3,0,9,62,1,4,121,60,3,62,1,4,121,60,3,6 10 12 18 22 28 36 40 42 46 48 52 66 70,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
61,76,137,121,60,3,0,13,62,1,4,121,60,3,62,1,4,121,60,3,6 10 12 18 22 28 36 40 42 46 48 52 66 70,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
61,78,139,121,60,3,0,14,62,1,4,121,60,3,62,1,4,121,60,3,6 10 12 18 22 28 36 40 42 46 48 52 66 70 76,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
61,82,143,121,60,3,0,17,62,1,4,121,60,3,62,1,4,121,60,3,6 10 12 18 22 28 36 40 42 46 48 52 66 70 76 78,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
61,88,149,121,60,3,0,23,62,1,4,121,60,3,62,1,4,121,60,3,6 10 12 18 22 28 36 40 42 46 48 52 66 70 76 78,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
61,90,151,121,60,3,0,24,62,1,4,121,60,3,62,1,4,121,60,3,6 10 12 18 22 28 36 40 42 46 48 52 66 70 76 78 88,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
61,96,157,121,60,3,0,29,62,1,4,121,60,3,62,1,4,121,60,3,6 10 12 18 22 28 36 40 42 46 48 52 66 70 76 78 88 90,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,INTERIOR_PRIME_BEFORE_CANDIDATE
61,100,161,121,60,3,0,32,62,1,4,121,60,3,62,1,4,121,60,3,6 10 12 18 22 28 36 40 42 46 48 52 66 70 76 78 88 90 96,SURVIVES,,REJECTED,FIRST_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,SURVIVOR_CARRIER_LOCK_LOWER_D_THREAT_CEILING,REJECTED,CANDIDATE_COMPOSITE INTERIOR_PRIME_BEFORE_CANDIDATE
